1	150.00
2	60.00
3	44.44
4	32.00
5	26.47
6	27.50
7	25.53
8	21.81
9	20.96
10	21.42
11	20.25
12	20.00
13	18.27
14	20.00
15	19.62
16	19.13
17	19.83
18	20.76
19	21.58
20	22.06
21	22.51
22	21.25
23	20.23
24	19.42
25	18.57
26	17.89
27	17.25
28	16.58
29	16.03
30	15.45
31	14.78
32	14.89
33	15.41
34	16.00
35	16.21
36	16.98
37	17.58
38	18.21
39	18.81
40	18.98
41	19.60
42	19.35
43	18.86
44	18.46
45	18.61
46	18.82
47	18.67
48	18.30
49	17.85
50	17.56
51	17.46
52	17.66
53	17.64
54	17.25
55	16.82
56	17.10
57	16.94
58	17.20
59	17.53
60	17.97
